,ItemID,Options,Sentence,SentenceDef,SentenceID,UnitID,Word,WordDef,WordID,WordPhonetic,WordRomaji,WordTone,WordClass
0,1867136,"[{""Content"": ""[テニスコート]でテニスをします。"", ""Remark"": ""在网球场打网球。"", ""DefId"": 7455184, ""MixItems"": [""長袖"", ""土地"", ""町中""], ""Right"": ""テニスコート"", ""SubType"": 4}, {""Content"": ""テニスコート"", ""Remark"": """", ""DefId"": 7455184, ""MixItems"": [""小鸟"", ""土地；土地（面积）；当地，地方"", ""前几天，前些日子""], ""Right"": ""【英】tennis court；网球场"", ""SubType"": 1}, {""Content"": """", ""Remark"": ""テニスコート"", ""DefId"": 7455184, ""MixItems"": [""前几天，前些日子"", ""站前，车站周边"", ""【英】printer；打印机""], ""Right"": ""【英】tennis court；网球场"", ""SubType"": 2}]",[テニスコート]でテニスをします。,在网球场打网球。,1136301,1,テニスコート,【名词】【英】tennis court；网球场,7455184,テニスコート,tenisukooto,④,名词
1,1867137,"[{""Content"": ""[先日]どうもありがとうございました。"", ""Remark"": ""谢谢您前些天的关照。"", ""DefId"": 7497469, ""MixItems"": [""テニスコート"", ""土地"", ""酒屋""], ""Right"": ""先日"", ""SubType"": 4}, {""Content"": ""先日"", ""Remark"": """", ""DefId"": 7497469, ""MixItems"": [""ことり"", ""とち"", ""えきまえ""], ""Right"": ""せんじつ"", ""SubType"": 1}, {""Content"": """", ""Remark"": ""せんじつ"", ""DefId"": 7497469, ""MixItems"": [""酒馆"", ""长袖"", ""土地；土地（面积）；当地，地方""], ""Right"": ""前几天，前些日子"", ""SubType"": 2}]",[先日]どうもありがとうございました。,谢谢您前些天的关照。,1137016,1,先日,【名词・副词】前几天，前些日子,7497469,せんじつ,sennjitsu,◎,名词・副词
2,1867138,"[{""Content"": ""[酒屋]で酒を飲みます。"", ""Remark"": ""在酒馆喝酒。"", ""DefId"": 7497385, ""MixItems"": [""駅前"", ""プリンター"", ""先日""], ""Right"": ""酒屋"", ""SubType"": 4}, {""Content"": ""酒屋"", ""Remark"": """", ""DefId"": 7497385, ""MixItems"": [""とち"", ""ことり"", ""まちじゅう""], ""Right"": ""さかや"", ""SubType"": 1}, {""Content"": """", ""Remark"": ""さかや"", ""DefId"": 7497385, ""MixItems"": [""土地；土地（面积）；当地，地方"", ""整个街上，满街"", ""小鸟""], ""Right"": ""酒馆"", ""SubType"": 2}]",[酒屋]で酒を飲みます。,在酒馆喝酒。,1135987,1,酒屋,【名词】酒馆,7497385,さかや,sakaya,◎,名词
3,1867139,"[{""Content"": ""[駅前]の近くのレストランでご飯を食べます。"", ""Remark"": ""在车站附近的餐馆吃饭。"", ""DefId"": 7496993, ""MixItems"": [""町中"", ""テニスコート"", ""プリンター""], ""Right"": ""駅前"", ""SubType"": 4}, {""Content"": ""駅前"", ""Remark"": """", ""DefId"": 7496993, ""MixItems"": [""せんじつ"", ""ながそで"", ""とち""], ""Right"": ""えきまえ"", ""SubType"": 1}, {""Content"": """", ""Remark"": ""えきまえ"", ""DefId"": 7496993, ""MixItems"": [""小鸟"", ""整个街上，满街"", ""长袖""], ""Right"": ""站前，车站周边"", ""SubType"": 2}]",[駅前]の近くのレストランでご飯を食べます。,在车站附近的餐馆吃饭。,1135544,1,駅前,【名词】站前，车站周边,7496993,えきまえ,ekimae,③或◎,名词
4,1867140,"[{""Content"": ""[小鳥]が歌を歌っています。"", ""Remark"": ""小鸟在歌唱。"", ""DefId"": 7431933, ""MixItems"": [""土地"", ""町中"", ""テニスコート""], ""Right"": ""小鳥"", ""SubType"": 4}, {""Content"": ""小鳥"", ""Remark"": """", ""DefId"": 7431933, ""MixItems"": [""えきまえ"", ""さかや"", ""ながそで""], ""Right"": ""ことり"", ""SubType"": 1}, {""Content"": """", ""Remark"": ""ことり"", ""DefId"": 7431933, ""MixItems"": [""【英】printer；打印机"", ""前几天，前些日子"", ""酒馆""], ""Right"": ""小鸟"", ""SubType"": 2}]",[小鳥]が歌を歌っています。,小鸟在歌唱。,1135977,1,小鳥,【名词】小鸟,7431933,ことり,kotori,◎,名词
5,1867141,"[{""Content"": ""[町中]人でいっぱいです。"", ""Remark"": ""整个街上都是人。"", ""DefId"": 7497898, ""MixItems"": [""酒屋"", ""小鳥"", ""駅前""], ""Right"": ""町中"", ""SubType"": 4}, {""Content"": ""町中"", ""Remark"": """", ""DefId"": 7497898, ""MixItems"": [""さかや"", ""えきまえ"", ""ことり""], ""Right"": ""まちじゅう"", ""SubType"": 1}, {""Content"": """", ""Remark"": ""まちじゅう"", ""DefId"": 7497898, ""MixItems"": [""前几天，前些日子"", ""酒馆"", ""长袖""], ""Right"": ""整个街上，满街"", ""SubType"": 2}]",[町中]人でいっぱいです。,整个街上都是人。,1136588,1,町中,【名词】整个街上，满街,7497898,まちじゅう,machijuu,◎,名词
6,1867142,"[{""Content"": ""[長袖]のシャツを着ます。"", ""Remark"": ""穿长袖衬衫。"", ""DefId"": 7497710, ""MixItems"": [""駅前"", ""先日"", ""プリンター""], ""Right"": ""長袖"", ""SubType"": 4}, {""Content"": ""長袖"", ""Remark"": """", ""DefId"": 7497710, ""MixItems"": [""えきまえ"", ""とち"", ""さかや""], ""Right"": ""ながそで"", ""SubType"": 1}, {""Content"": """", ""Remark"": ""ながそで"", ""DefId"": 7497710, ""MixItems"": [""前几天，前些日子"", ""土地；土地（面积）；当地，地方"", ""站前，车站周边""], ""Right"": ""长袖"", ""SubType"": 2}]",[長袖]のシャツを着ます。,穿长袖衬衫。,1136369,1,長袖,【名词】长袖,7497710,ながそで,nagasode,◎或④,名词
7,1867143,"[{""Content"": ""この[プリンター]は故障しています。"", ""Remark"": ""这台打印机出故障了。"", ""DefId"": 7458741, ""MixItems"": [""駅前"", ""長袖"", ""土地""], ""Right"": ""プリンター"", ""SubType"": 4}, {""Content"": ""プリンター"", ""Remark"": """", ""DefId"": 7458741, ""MixItems"": [""小鸟"", ""长袖"", ""整个街上，满街""], ""Right"": ""【英】printer；打印机"", ""SubType"": 1}, {""Content"": """", ""Remark"": ""プリンター"", ""DefId"": 7458741, ""MixItems"": [""前几天，前些日子"", ""酒馆"", ""整个街上，满街""], ""Right"": ""【英】printer；打印机"", ""SubType"": 2}]",この[プリンター]は故障しています。,这台打印机出故障了。,1136649,1,プリンター,【名词】【英】printer；打印机,7458741,プリンター,purinntaa,◎或②,名词
8,1867144,"[{""Content"": ""農村には広い[土地]があります。"", ""Remark"": ""农村里有广阔的耕地。"", ""DefId"": 7497695, ""MixItems"": [""酒屋"", ""プリンター"", ""小鳥""], ""Right"": ""土地"", ""SubType"": 4}, {""Content"": ""土地"", ""Remark"": """", ""DefId"": 7497695, ""MixItems"": [""さかや"", ""ことり"", ""ながそで""], ""Right"": ""とち"", ""SubType"": 1}, {""Content"": """", ""Remark"": ""とち"", ""DefId"": 7497695, ""MixItems"": [""前几天，前些日子"", ""【英】printer；打印机"", ""酒馆""], ""Right"": ""土地；土地（面积）；当地，地方"", ""SubType"": 2}]",農村には広い[土地]があります。,农村里有广阔的耕地。,1136354,1,土地,【名词】土地；土地（面积）；当地，地方,7497695,とち,tochi,◎,名词
9,1867145,"[{""Content"": ""テレビが[直り]ました。"", ""Remark"": ""电视机修好了。"", ""DefId"": 7497721, ""MixItems"": [""考え方"", ""褒め"", ""長袖""], ""Right"": ""直り"", ""SubType"": 4}, {""Content"": ""直る"", ""Remark"": """", ""DefId"": 7497721, ""MixItems"": [""みせる"", ""れんらく"", ""ふりだす""], ""Right"": ""なおる"", ""SubType"": 1}, {""Content"": """", ""Remark"": ""なおる"", ""DefId"": 7497721, ""MixItems"": [""给...看;显示"", ""开始下雨"", ""成功""], ""Right"": ""（机械、电器等）修好了；（文章等）改好了；（缺点等）改正了"", ""SubType"": 2}]",テレビが[直り]ました。,电视机修好了。,1136383,1,直る,【自动词・五段/一类】（机械、电器等）修好了；（文章等）改好了；（缺点等）改正了,7497721,なおる,naoru,②,自动词・五段/一类
10,1867146,"[{""Content"": ""[とうとう]その試合を見に行けませんでした。"", ""Remark"": ""最终没能去看比赛。"", ""DefId"": 7497862, ""MixItems"": [""随分"", ""そんなに"", ""原因""], ""Right"": ""とうとう"", ""SubType"": 4}, {""Content"": ""とうとう"", ""Remark"": """", ""DefId"": 7497862, ""MixItems"": [""很，相当，非常"", ""很好；足够；相当；蛮好"", ""徒劳，无用；（用于禁止）不行，不可以；（人物）不够格，坏；不起作用，不顶用，报废""], ""Right"": ""（不愿意看到的事情）终于"", ""SubType"": 1}, {""Content"": """", ""Remark"": ""とうとう"", ""DefId"": 7497862, ""MixItems"": [""很，相当，非常"", ""那样，那般；不那么……"", ""如果，假如；即使万一……""], ""Right"": ""（不愿意看到的事情）终于"", ""SubType"": 2}]",[とうとう]その試合を見に行けませんでした。,最终没能去看比赛。,1137411,2,とうとう,【副词】（不愿意看到的事情）终于,7497862,とうとう,toutou,①或◎,副词
11,1867147,"[{""Content"": ""信号が[青]になりました。"", ""Remark"": ""绿灯亮了。"", ""DefId"": 7496945, ""MixItems"": [""カレーライス"", ""両方"", ""原因""], ""Right"": ""青"", ""SubType"": 4}, {""Content"": ""青"", ""Remark"": """", ""DefId"": 7496945, ""MixItems"": [""けいじばん"", ""りょうて"", ""おおく""], ""Right"": ""あお"", ""SubType"": 1}, {""Content"": """", ""Remark"": ""あお"", ""DefId"": 7496945, ""MixItems"": [""两方。双方。两者"", ""多半，大部分，大都"", ""咖哩饭""], ""Right"": ""青，绿"", ""SubType"": 2}]",信号が[青]になりました。,绿灯亮了。,1135489,2,青,【名词】青，绿,7496945,あお,ao,①,名词
12,1867148,"[{""Content"": ""車の[多く]はヨーロッパへ輸出します。"", ""Remark"": ""大部分汽车出口到欧洲。"", ""DefId"": 7497255, ""MixItems"": [""青"", ""随分"", ""両方""], ""Right"": ""多く"", ""SubType"": 4}, {""Content"": ""多く"", ""Remark"": """", ""DefId"": 7497255, ""MixItems"": [""けいじばん"", ""あお"", ""りょうて""], ""Right"": ""おおく"", ""SubType"": 1}, {""Content"": """", ""Remark"": ""おおく"", ""DefId"": 7497255, ""MixItems"": [""两手，双手"", ""布告栏，公示栏，公告栏"", ""（事件发生的）原因，起因""], ""Right"": ""多半，大部分，大都"", ""SubType"": 2}]",車の[多く]はヨーロッパへ輸出します。,大部分汽车出口到欧洲。,1135836,2,多く,【名词・副词】多半，大部分，大都,7497255,おおく,ooku,①,名词・副词
13,1867149,"[{""Content"": ""[随分]待たされました。"", ""Remark"": ""让我等了好久。"", ""DefId"": 7497462, ""MixItems"": [""とうとう"", ""そんなに"", ""掲示板""], ""Right"": ""随分"", ""SubType"": 4}, {""Content"": ""随分"", ""Remark"": """", ""DefId"": 7497462, ""MixItems"": [""けっこう"", ""だめ"", ""ほんとう""], ""Right"": ""ずいぶん"", ""SubType"": 1}, {""Content"": """", ""Remark"": ""ずいぶん"", ""DefId"": 7497462, ""MixItems"": [""（不愿意看到的事情）终于"", ""那样，那般；不那么……"", ""如果，假如；即使万一……""], ""Right"": ""很，相当，非常"", ""SubType"": 2}]",[随分]待たされました。,让我等了好久。,1136074,2,随分,【副词・形容动词/ナ形容词】很，相当，非常,7497462,ずいぶん,zuibunn,①,副词・形容动词/ナ形容词
