,ItemID,Options,Sentence,SentenceDef,SentenceID,UnitID,Word,WordDef,WordID,WordPhonetic,WordRomaji,WordTone,WordClass
0,2258442,"[{""Content"": ""ジュース"", ""Remark"": """", ""DefId"": 7431503, ""MixItems"": [""报社"", ""日，太阳；阳光"", ""肚子饿""], ""Right"": ""果汁"", ""SubType"": 1}, {""Content"": """", ""Remark"": ""ジュース"", ""DefId"": 7431503, ""MixItems"": [""（规模较大的综合性）医院"", ""（自己的）夫人，老婆"", ""日，太阳；阳光""], ""Right"": ""果汁"", ""SubType"": 2}, {""Content"": ""私はりんご[ジュース]でいいです。"", ""Remark"": ""我喝苹果汁就行了。"", ""DefId"": 7431503, ""MixItems"": [""日"", ""家内"", ""病院""], ""Right"": ""ジュース"", ""SubType"": 4}]",私はりんご[ジュース]でいいです。,我喝苹果汁就行了。,1125702,1,ジュース,【名词】果汁,7431503,ジュース,jyuusu,①,名词
1,1866009,"[{""Content"": ""[日]が出ています。"", ""Remark"": ""太阳出来了。"", ""DefId"": 7488243, ""MixItems"": [""家内"", ""ジュース"", ""新聞社""], ""Right"": ""日"", ""SubType"": 4}, {""Content"": ""日"", ""Remark"": """", ""DefId"": 7488243, ""MixItems"": [""しんぶんしゃ"", ""名词"", ""かない""], ""Right"": ""ひ"", ""SubType"": 1}, {""Content"": """", ""Remark"": ""ひ"", ""DefId"": 7488243, ""MixItems"": [""果汁"", ""（规模较大的综合性）医院"", ""报社""], ""Right"": ""日，太阳；阳光"", ""SubType"": 2}]",[日]が出ています。,太阳出来了。,1128652,1,日,【名词】日，太阳；阳光,7488243,ひ,hi,①或◎,名词
2,1866011,"[{""Content"": ""[新聞社]でアルバイトをしています。"", ""Remark"": ""在报社打工。"", ""DefId"": 7487873, ""MixItems"": [""病院"", ""ジュース"", ""人""], ""Right"": ""新聞社"", ""SubType"": 4}, {""Content"": ""新聞社"", ""Remark"": """", ""DefId"": 7487873, ""MixItems"": [""ひ"", ""名词"", ""ひと""], ""Right"": ""しんぶんしゃ"", ""SubType"": 1}, {""Content"": """", ""Remark"": ""しんぶんしゃ"", ""DefId"": 7487873, ""MixItems"": [""果汁"", ""（规模较大的综合性）医院"", ""（自己的）夫人，老婆""], ""Right"": ""报社"", ""SubType"": 2}]",[新聞社]でアルバイトをしています。,在报社打工。,1128182,1,新聞社,【名词】报社,7487873,しんぶんしゃ,shinnbunnsha,③,名词
3,1866012,"[{""Content"": ""[ひと]と動物は友だちです。"", ""Remark"": ""人类和动物是朋友。"", ""DefId"": 7487883, ""MixItems"": [""平仮名"", ""日"", ""ビル""], ""Right"": ""ひと"", ""SubType"": 4}, {""Content"": ""人"", ""Remark"": """", ""DefId"": 7487883, ""MixItems"": [""びょういん"", ""ひ"", ""しんぶんしゃ""], ""Right"": ""ひと"", ""SubType"": 1}, {""Content"": """", ""Remark"": ""ひと"", ""DefId"": 7487883, ""MixItems"": [""（规模较大的综合性）医院"", ""日，太阳；阳光"", ""（自己的）夫人，老婆""], ""Right"": ""（相对于动物的）人，人类；（泛指）人，人群；（某个个体人物）某人，其他的人，第三者"", ""SubType"": 2}]",[ひと]と動物は友だちです。,人类和动物是朋友。,1128197,1,人,【名词】（相对于动物的）人，人类；（泛指）人，人群；（某个个体人物）某人，其他的人，第三者,7487883,ひと,hito,◎或②,名词
4,1866013,"[{""Content"": ""午後は英語の[授業]と作文の[授業]です。"", ""Remark"": ""下午是英语课和作文课。"", ""DefId"": 7485174, ""MixItems"": [""空く"", ""家内"", ""ゆっくり""], ""Right"": ""授業"", ""SubType"": 4}, {""Content"": ""授業"", ""Remark"": """", ""DefId"": 7485174, ""MixItems"": [""すく"", ""はめる"", ""つれる""], ""Right"": ""じゅぎょう"", ""SubType"": 1}, {""Content"": """", ""Remark"": ""じゅぎょう"", ""DefId"": 7485174, ""MixItems"": [""肚子饿"", ""给（我物品等）"", ""不着急，慢慢来；宽裕""], ""Right"": ""课，授课，上课"", ""SubType"": 2}]",午後は英語の[[授業]]と作文の[授業]です。,下午是英语课和作文课。,1125366,1,授業,【名・自动词・サ变/三类】课，授课，上课,7485174,じゅぎょう,jyugyou,①,名・自动词・サ变/三类
5,1866014,"[{""Content"": ""家内"", ""Remark"": """", ""DefId"": 7485091, ""MixItems"": [""ひ"", ""ひと"", ""しんぶんしゃ""], ""Right"": ""かない"", ""SubType"": 1}, {""Content"": """", ""Remark"": ""かない"", ""DefId"": 7485091, ""MixItems"": [""日，太阳；阳光"", ""果汁"", ""报社""], ""Right"": ""（自己的）夫人，老婆"", ""SubType"": 2}, {""Content"": ""子供たちが大きくなったまで、[家内]はずいぶん苦労しました。"", ""Remark"": ""  把小孩子带大，老婆真是受苦了。"", ""DefId"": 7485091, ""MixItems"": [""病院"", ""ジュース"", ""人""], ""Right"": ""家内"", ""SubType"": 4}]",子供たちが大きくなったまで、[家内]はずいぶん苦労しました。, 把小孩子带大，老婆真是受苦了。,1996165,1,家内,【名词】（自己的）夫人，老婆,7485091,かない,kanai,①,名词
6,1866015,"[{""Content"": ""父がお金を[くれ]ます。"", ""Remark"": ""爸爸给我钱。"", ""DefId"": 7487968, ""MixItems"": [""病院"", ""火曜日"", ""ソファー""], ""Right"": ""くれ"", ""SubType"": 4}, {""Content"": ""くれる"", ""Remark"": """", ""DefId"": 7487968, ""MixItems"": [""肚子饿"", ""课，授课，上课"", ""使…陷入""], ""Right"": ""给（我物品等）"", ""SubType"": 1}, {""Content"": """", ""Remark"": ""くれる"", ""DefId"": 7487968, ""MixItems"": [""肚子饿"", ""课，授课，上课"", ""不着急，慢慢来；宽裕""], ""Right"": ""给（我物品等）"", ""SubType"": 2}]",父がお金を[くれ]ます。,爸爸给我钱。,1128301,1,くれる,【他动词・一段/二类】给（我物品等）,7487968,くれる,kureru,◎,他动词・一段/二类
7,1866016,"[{""Content"": ""ゆっくり"", ""Remark"": """", ""DefId"": 10258652, ""MixItems"": [""さきに"", ""べんり"", ""ひつよう""], ""Right"": ""有余地，宽敞舒适，充裕，舒畅，安静，舒适"", ""SubType"": 1}, {""Content"": """", ""Remark"": ""ゆっくり"", ""DefId"": 10258652, ""MixItems"": [""（顺序）第一步，最先"", ""方便，便利"", ""必要，必需""], ""Right"": ""有余地，宽敞舒适，充裕，舒畅，安静，舒适"", ""SubType"": 2}, {""Content"": ""じゃあ、[ゆっくり]できますね。"", ""Remark"": ""那就可以好好放松一下了。"", ""DefId"": 10258652, ""MixItems"": [""先に"", ""便利"", ""日""], ""Right"": ""ゆっくり"", ""SubType"": 4}]",じゃあ、[ゆっくり]できますね。,那就可以好好放松一下了。,10191423,1,ゆっくり,【副词】有余地，宽敞舒适，充裕，舒畅，安静，舒适。,10258652,ゆっくり,yukkuri,③,副词
8,1866018,"[{""Content"": ""[病院]に入ります。"", ""Remark"": ""住院。"", ""DefId"": 7487892, ""MixItems"": [""日"", ""新聞社"", ""人""], ""Right"": ""病院"", ""SubType"": 4}, {""Content"": ""病院"", ""Remark"": """", ""DefId"": 7487892, ""MixItems"": [""ひと"", ""かない"", ""じゅぎょう""], ""Right"": ""びょういん"", ""SubType"": 1}, {""Content"": """", ""Remark"": ""びょういん"", ""DefId"": 7487892, ""MixItems"": [""报社"", ""（自己的）夫人，老婆"", ""果汁""], ""Right"": ""（规模较大的综合性）医院"", ""SubType"": 2}]",[病院]に入ります。,住院。,1128213,1,病院,【名词】（规模较大的综合性）医院,7487892,びょういん,byouinn,◎,名词
9,2236184,"[{""Content"": ""大嫌い"", ""Remark"": """", ""DefId"": 7459794, ""MixItems"": [""いたい"", ""ちかい"", ""うつくしい""], ""Right"": ""だいきらい"", ""SubType"": 1}, {""Content"": """", ""Remark"": ""だいきらい"", ""DefId"": 7459794, ""MixItems"": [""（肉体上的）疼痛的"", ""近的；将近，接近"", ""【和英】kara orchestra；卡拉OK""], ""Right"": ""极不喜欢；最讨厌"", ""SubType"": 2}, {""Content"": ""あんたなんか[大嫌い]。"", ""Remark"": ""你这个人真讨厌!"", ""DefId"": 7459794, ""MixItems"": [""痛い"", ""先に"", ""誕生日""], ""Right"": ""大嫌い"", ""SubType"": 4}]",あんたなんか[大嫌い]。,你这个人真讨厌!,1108859,2,大嫌い,【形容动词/ナ形容词】极不喜欢；最讨厌,7459794,だいきらい,daikirai,①,形容动词/ナ形容词
10,1866019,"[{""Content"": ""[誕生日]パーティーをします。"", ""Remark"": ""举办生日派对。"", ""DefId"": 7431992, ""MixItems"": [""痛い"", ""葉書"", ""カラオケ""], ""Right"": ""誕生日"", ""SubType"": 4}, {""Content"": ""誕生日"", ""Remark"": """", ""DefId"": 7431992, ""MixItems"": [""きゃく"", ""はがき"", ""ひ""], ""Right"": ""たんじょうび"", ""SubType"": 1}, {""Content"": """", ""Remark"": ""たんじょうび"", ""DefId"": 7431992, ""MixItems"": [""家庭访客；顾客；乘客；游客；观众"", ""【和英】kara orchestra；卡拉OK"", ""（简称）明信片""], ""Right"": ""生日"", ""SubType"": 2}]",[誕生日]パーティーをします。,举办生日派对。,1128458,2,誕生日,【名词】生日,7431992,たんじょうび,tannjyoubi,③,名词
11,1866020,"[{""Content"": ""今日、店に来る[客]が少なかったです。"", ""Remark"": ""今天来店里的顾客不多。"", ""DefId"": 7484745, ""MixItems"": [""誕生日"", ""大嫌い"", ""カラオケ""], ""Right"": ""客"", ""SubType"": 4}, {""Content"": ""客"", ""Remark"": """", ""DefId"": 7484745, ""MixItems"": [""たんじょうび"", ""はがき"", ""ひと""], ""Right"": ""きゃく"", ""SubType"": 1}, {""Content"": """", ""Remark"": ""きゃく"", ""DefId"": 7484745, ""MixItems"": [""生日"", ""【和英】kara orchestra；卡拉OK"", ""（简称）明信片""], ""Right"": ""家庭访客；顾客；乘客；游客；观众"", ""SubType"": 2}]",今日、店に来る[客]が少なかったです。,今天来店里的顾客不多。,1125867,2,客,【名词】家庭访客；顾客；乘客；游客；观众,7484745,きゃく,kyaku,◎,名词
12,1866021,"[{""Content"": ""頭が[痛い]です。"", ""Remark"": ""头疼。"", ""DefId"": 7485098, ""MixItems"": [""葉書"", ""近い"", ""先に""], ""Right"": ""痛い"", ""SubType"": 4}, {""Content"": ""痛い"", ""Remark"": """", ""DefId"": 7485098, ""MixItems"": [""きゃく"", ""だいきらい"", ""ちかい""], ""Right"": ""いたい"", ""SubType"": 1}, {""Content"": """", ""Remark"": ""いたい"", ""DefId"": 7485098, ""MixItems"": [""生日"", ""家庭访客；顾客；乘客；游客；观众"", ""（简称）明信片""], ""Right"": ""（肉体上的）疼痛的"", ""SubType"": 2}]",頭が[痛い]です。,头疼。,1125645,2,痛い,【形容词/イ形容词】（肉体上的）疼痛的,7485098,いたい,itai,②,形容词/イ形容词
13,1866022,"[{""Content"": ""手紙や[葉書]ではなく、イーメールを使う人が多くなりました。"", ""Remark"": ""越来越多的人不是使用信函或明信片，而是使用电子邮件。"", ""DefId"": 7491258, ""MixItems"": [""誕生日"", ""先に"", ""カラオケ""], ""Right"": ""葉書"", ""SubType"": 4}, {""Content"": ""葉書"", ""Remark"": """", ""DefId"": 7491258, ""MixItems"": [""たんじょうび"", ""きゃく"", ""しんぶんしゃ""], ""Right"": ""はがき"", ""SubType"": 1}, {""Content"": """", ""Remark"": ""はがき"", ""DefId"": 7491258, ""MixItems"": [""生日"", ""家庭访客；顾客；乘客；游客；观众"", ""【和英】kara orchestra；卡拉OK""], ""Right"": ""（简称）明信片"", ""SubType"": 2}]",手紙や[葉書]ではなく、イーメールを使う人が多くなりました。,越来越多的人不是使用信函或明信片，而是使用电子邮件。,1128486,2,葉書,【名词】（简称）明信片,7491258,はがき,hagaki,◎,名词
14,1866023,"[{""Content"": ""[先に]水を入れて、次に火をつけます。"", ""Remark"": ""先放水，再点火。"", ""DefId"": 7484699, ""MixItems"": [""大嫌い"", ""必要"", ""どうして""], ""Right"": ""先に"", ""SubType"": 4}, {""Content"": ""先に"", ""Remark"": """", ""DefId"": 7484699, ""MixItems"": [""べんり"", ""ひつよう"", ""ふべん""], ""Right"": ""さきに"", ""SubType"": 1}, {""Content"": """", ""Remark"": ""さきに"", ""DefId"": 7484699, ""MixItems"": [""方便，便利"", ""必要，必需"", ""（后续疑问句）为何，为什么""], ""Right"": ""（顺序）第一步，最先"", ""SubType"": 2}]",[先に]水を入れて、次に火をつけます。,先放水，再点火。,1125178,2,先に,【副词】（顺序）第一步，最先,7484699,さきに,sakini,◎或①,副词
15,1866025,"[{""Content"": ""日本人は[カラオケ]が好きです。"", ""Remark"": ""日本人喜欢卡拉OK。"", ""DefId"": 7485142, ""MixItems"": [""誕生日"", ""美しい"", ""葉書""], ""Right"": ""カラオケ"", ""SubType"": 4}, {""Content"": ""カラオケ"", ""Remark"": """", ""DefId"": 7485142, ""MixItems"": [""生日"", ""家庭访客；顾客；乘客；游客；观众"", ""（简称）明信片""], ""Right"": ""【和英】kara orchestra；卡拉OK"", ""SubType"": 1}, {""Content"": """", ""Remark"": ""カラオケ"", ""DefId"": 7485142, ""MixItems"": [""生日"", ""家庭访客；顾客；乘客；游客；观众"", ""（简称）明信片""], ""Right"": ""【和英】kara orchestra；卡拉OK"", ""SubType"": 2}]",日本人は[カラオケ]が好きです。,日本人喜欢卡拉OK。,1125703,2,カラオケ,【名词】【和英】kara orchestra；卡拉OK,7485142,カラオケ,karaoke,◎,名词
16,1866026,"[{""Content"": ""彼女は顔も声も[美しい]です。"", ""Remark"": ""她长得好看，声音也甜美。"", ""DefId"": 7485101, ""MixItems"": [""近い"", ""痛い"", ""嵌める""], ""Right"": ""美しい"", ""SubType"": 4}, {""Content"": ""美しい"", ""Remark"": """", ""DefId"": 7485101, ""MixItems"": [""だいきらい"", ""はがき"", ""はめる""], ""Right"": ""うつくしい"", ""SubType"": 1}, {""Content"": """", ""Remark"": ""うつくしい"", ""DefId"": 7485101, ""MixItems"": [""（肉体上的）疼痛的"", ""生日"", ""（顺序）第一步，最先""], ""Right"": ""（颜色、声音、风景等）美的，美丽的，漂亮的"", ""SubType"": 2}]",彼女は顔も声も[美しい]です。,她长得好看，声音也甜美。,1125649,2,美しい,【形容词/イ形容词】（颜色、声音、风景等）美的，美丽的，漂亮的,7485101,うつくしい,utsukushii,④,形容词/イ形容词
17,1866027,"[{""Content"": ""うちは学校に[近い]です。"", ""Remark"": ""我家离学校近。"", ""DefId"": 7485106, ""MixItems"": [""美しい"", ""誕生日"", ""痛い""], ""Right"": ""近い"", ""SubType"": 4}, {""Content"": ""近い"", ""Remark"": """", ""DefId"": 7485106, ""MixItems"": [""たんじょうび"", ""だいきらい"", ""いたい""], ""Right"": ""ちかい"", ""SubType"": 1}, {""Content"": """", ""Remark"": ""ちかい"", ""DefId"": 7485106, ""MixItems"": [""极不喜欢；最讨厌"", ""（顺序）第一步，最先"", ""（肉体上的）疼痛的""], ""Right"": ""近的；将近，接近"", ""SubType"": 2}]",うちは学校に[近い]です。,我家离学校近。,1125656,2,近い,【形容词/イ形容词】近的；将近，接近,7485106,ちかい,chikai,②,形容词/イ形容词
18,1866028,"[{""Content"": ""手袋を[嵌め]ます。"", ""Remark"": ""戴手套。"", ""DefId"": 8860878, ""MixItems"": [""金"", ""ひとつ"", ""誕生日""], ""Right"": ""嵌め"", ""SubType"": 4}, {""Content"": ""嵌める"", ""Remark"": """", ""DefId"": 8860878, ""MixItems"": [""すく"", ""じゅぎょう"", ""つれる""], ""Right"": ""はめる"", ""SubType"": 1}, {""Content"": """", ""Remark"": ""はめる"", ""DefId"": 8860878, ""MixItems"": [""肚子饿"", ""课，授课，上课"", ""给（我物品等）""], ""Right"": ""使…陷入"", ""SubType"": 2}]",敵を計略に[嵌める]。,使敌人上圈套。,1978100,2,嵌める,【他动词・一段/二类】使…陷入。,8860878,はめる,hameru,◎,他动词・一段/二类
19,2026560,"[{""Content"": ""りんごを[十]買います。"", ""Remark"": ""买十个苹果。"", ""DefId"": 7488244, ""MixItems"": [""弟"", ""カメラ"", ""メール""], ""Right"": ""十"", ""SubType"": 4}, {""Content"": ""十"", ""Remark"": """", ""DefId"": 7488244, ""MixItems"": [""どうぶつえん"", ""おとうと"", ""がくせい""], ""Right"": ""とお"", ""SubType"": 1}, {""Content"": """", ""Remark"": ""とお"", ""DefId"": 7488244, ""MixItems"": [""照相机"", ""（同胞）弟弟"", ""动物园""], ""Right"": ""十个；十岁"", ""SubType"": 2}]",りんごを[十]買います。,买十个苹果。,10043388,3,十,【名词】十个；十岁,7488244,とお,too,①,名词
